,SHANGHAI SE A SHARE - PRICE INDEX,MSCI INDONESIA - PRICE INDEX,KOREA SE COMPOSITE (KOSPI) - PRICE INDEX,MSCI MALAYSIA - PRICE INDEX,PHILIPPINE SE I(PSEi) - PRICE INDEX,TAIWAN SE WEIGHED TAIEX - PRICE INDEX,MSCI THAILAND - PRICE INDEX
10/02/1997,1006.36,971.967,709.79,445.475,3386.02,7346.88,294.707
11/02/1997,1006.36,971.967,713.43,445.475,3358.7,7410.47,293.984
12/02/1997,1006.36,980.237,712.5,451.345,3339.83,7424.1,287.894
13/02/1997,1006.36,987.256,716.71,453.241,3335.73,7536.28,277.288
14/02/1997,1006.36,976.317,721,448.702,3322.3,7499.51,283.825
17/02/1997,1024.72,973.948,712.93,450.219,3314.84,7687.18,279.011
18/02/1997,932.783,967.455,706.94,449.434,3306.43,7642.03,275.163
19/02/1997,1004.95,972.455,713.67,453.546,3315.52,7656.85,289.908
20/02/1997,1007.73,977.375,711.13,456.18,3310.43,7678.04,297.41
21/02/1997,1063.28,970.018,686.72,454.66,3301.98,7791.19,297.41
24/02/1997,1055.08,969.272,676.59,455.158,3338.67,7908.61,298.347
25/02/1997,1063.83,972.341,682.81,456.498,3363.08,7887.36,297.009
26/02/1997,1078.2,994.17,679.71,454.138,3349.82,7730.49,296.546
27/02/1997,1071.41,995.871,669.41,451.797,3333.94,7832.07,290.368
28/02/1997,1087.42,993.509,676.53,455.709,3315.28,7875.32,290.417
3/03/1997,1111.46,983.796,679.64,451.77,3320.41,7880.45,282.887
4/03/1997,1116.79,975.375,679.97,446.598,3302.82,7956.57,276.558
5/03/1997,1099.47,962.028,674.9,448.734,3292.3,8019.46,276.075
6/03/1997,1128.34,951.237,678.11,447.781,3279.82,8081,273.005
7/03/1997,1127.04,953.131,681.22,447.695,3286.45,8162.68,280.218
10/03/1997,1150.39,959.128,667.35,442.867,3289.34,8174.18,285.53
11/03/1997,1160.65,955.363,655.95,448.17,3280.99,8246.64,294.092
12/03/1997,1177.7,946.11,663.9,447.646,3270.64,8255.07,293.263
13/03/1997,1168.47,930.107,657.9,448.402,3261.24,8268.15,291.753
14/03/1997,1177.85,926.629,642.08,446.287,3234.79,8275.57,281.11
17/03/1997,1212.75,933.311,658.9,442.52,3231.86,8426.42,278.649
18/03/1997,1217.23,911.947,657.97,439.913,3215.64,8526.2,281.593
19/03/1997,1216.27,921.736,646.29,444.11,3200.61,8441.52,284.604
20/03/1997,1172.89,918.989,642.86,440.251,3206.67,8492.67,285.26
21/03/1997,1222.44,905.354,627.63,434.341,3201.65,8230.07,284.394
24/03/1997,1248.3,897.147,617.26,434.111,3222.46,7946.88,290.959
25/03/1997,1254.72,909.783,638.9,435.827,3204.12,7843.43,290.408
26/03/1997,1272.89,914.014,656.62,437.42,3223.14,8029.33,291.965
27/03/1997,1271.61,921.477,651.65,436.622,3223.14,8089.71,291.613
28/03/1997,1259.32,921.477,652.87,434.137,3223.14,8119.7,288.916
31/03/1997,1293.36,921.477,677.34,429.401,3222.98,8004.2,286.703
1/04/1997,1300.4,905.761,672.99,424.075,3171.79,8163.41,282.979
2/04/1997,1292.74,907.422,678.86,421.242,3162.21,8203.89,293.49
3/04/1997,1305.73,892.847,678.74,411.346,3104.77,8367.57,288.953
4/04/1997,1321.66,887.708,687.42,406.893,3060.59,8367.57,293.987
7/04/1997,1338.06,888.024,694.9,405.398,2990.96,8517.7,293.987
8/04/1997,1307.03,889.644,694.97,415.784,2909.3,8460.63,293.118
9/04/1997,1349.53,889.644,698.66,416.44,2909.3,8655.82,290.91
10/04/1997,1344.3,885.172,688.04,410.191,2949.02,8584.12,293.052
11/04/1997,1340.59,888.821,693.94,407.648,2976.78,8593.08,292.556
14/04/1997,1381.45,886.805,704.2,393.323,2932.84,8639.37,292.556
15/04/1997,1389.75,881.231,701.39,389.183,2949.46,8616.11,292.556
16/04/1997,1391.93,886.672,702.42,388.543,2960.97,8614.78,295.664
17/04/1997,1384.79,894.194,694.76,395.085,2927.87,8492.1,294.612
18/04/1997,1399.61,894.194,695.67,395.085,2944.98,8326.53,293.448
21/04/1997,1424.11,903.191,697.34,402.17,2944.98,8421.87,289.575
22/04/1997,1428.2,903.934,687.96,398.671,2860.45,8430.62,288.513
23/04/1997,1442.62,915.574,693.05,395.263,2913.56,8576.94,287.958
24/04/1997,1443.9,917.325,690.8,391.092,2906.33,8629.23,288.129
25/04/1997,1426.97,917.902,692.48,388.886,2872.37,8654.19,285.397
28/04/1997,1411.93,918.197,704.16,383.099,2837.31,8660.76,278.694
29/04/1997,1439.09,899.012,704.05,376.631,2708.44,8592.44,272.053
30/04/1997,1456.5,904.915,703.23,385.688,2648.17,8485.66,273.416
1/05/1997,1456.5,885.697,703.23,385.688,2648.17,8485.66,273.416
2/05/1997,1456.5,886.883,706.1,392.649,2605.65,8187,271.971
5/05/1997,1513.3,897.877,706.1,390.597,2736.42,8269.43,271.971
6/05/1997,1549.37,909.488,701.57,389.174,2776.53,8294.27,267.35
7/05/1997,1562.65,926.641,689.1,395.402,2694.4,8427.07,260.59
8/05/1997,1467.86,926.641,684.69,395.402,2682.1,8349.85,255.298
9/05/1997,1534.12,940.807,687.62,394.887,2671.39,8233.37,251.407
12/05/1997,1569,940.982,672.1,387.936,2671.39,7966.64,246.173
13/05/1997,1531.31,932.183,683.86,386.686,2677.11,7952.12,251.952
14/05/1997,1442.52,926.513,683.86,382.355,2705.92,8181.62,239.302
15/05/1997,1483.24,902.25,699.95,371.621,2631.09,7996.1,231.41
16/05/1997,1375.91,901.733,699.53,372.033,2576.13,8081.79,231.027
19/05/1997,1406.47,893.094,721.2,371.166,2509.36,8107.54,238.268
20/05/1997,1444.22,893.647,734.67,376.413,2499.38,7996.75,238.268
21/05/1997,1416.12,896.197,737.71,376.413,2538.97,8022.89,246.526
22/05/1997,1290.11,896.197,724.38,381.696,2586.69,8150.66,238.737
23/05/1997,1310.63,904.366,730.53,383.964,2598.2,8144.38,238.996
26/05/1997,1307.82,913.404,718.99,384.531,2598.2,8194.66,234.564
27/05/1997,1338.65,925.755,723.35,385.066,2710.91,8123.26,233.029
28/05/1997,1326.04,933.047,738.12,390.408,2722.67,8058.46,229.239
29/05/1997,1318.65,959.876,742.5,393.47,2758.61,7997.65,225.133
30/05/1997,1341.86,967.681,746.36,393.258,2809.45,8004.49,229.815
2/06/1997,1395.34,975.429,758.39,397.846,2820.72,8197.3,230.178
3/06/1997,1397.79,970.573,766.06,401.303,2802.78,8255.78,228.127
4/06/1997,1422.07,958.68,763.25,399.183,2796.11,8282.91,223.589
5/06/1997,1421.44,955.704,765.67,396.176,2778.44,8231.3,221.812
6/06/1997,1331.94,958.361,765.67,398.965,2762.8,8342.94,215.527
9/06/1997,1331.17,952.901,775.01,398.925,2778.37,8342.94,214.763
10/06/1997,1295.91,945.413,769.83,396.135,2775.11,8392.98,208.353
11/06/1997,1274.09,950.861,765.79,395.434,2787.74,8267,208.842
12/06/1997,1265.84,959.47,774.66,393.502,2787.74,8259.28,208.137
13/06/1997,1298.92,962.305,789.15,385.223,2801.61,8315.02,204.408
16/06/1997,1317.13,970.204,789.05,385.001,2790.86,8640.45,202.968
17/06/1997,1301.12,964.514,792.29,384.599,2798.25,8679.24,194.822
18/06/1997,1287.16,975.39,773.21,388.385,2823.35,8713.49,189.773
19/06/1997,1285.01,972.011,770.95,392.293,2905.97,8636.29,185.094
20/06/1997,1349.15,979.727,770.22,391.487,2881.73,8882.13,192.095
23/06/1997,1340.68,988.248,753.05,388.446,2808.65,8925.12,210.454
24/06/1997,1362.87,980.393,753.7,383.564,2818.27,8918.17,204.122
25/06/1997,1356.72,981.796,744.99,380.401,2829.29,8956.41,208.39
26/06/1997,1343.2,973.047,744.34,379.92,2837.1,8871.76,219.884
27/06/1997,1306.78,981.993,738.43,380.234,2835.03,8984.59,226.26
30/06/1997,1306.78,989.935,745.4,384.154,2809.21,9030.28,217.982
1/07/1997,1306.78,997.619,758.03,385.57,2815.54,9030.28,217.982
2/07/1997,1253.01,991.927,777.29,388.433,2764.89,8996.72,270.079
3/07/1997,1202.28,1000.132,775.26,387.324,2742.42,9027.63,284.626
4/07/1997,1211.45,1002.593,781.7,383.601,2758.96,9192.57,284.688
7/07/1997,1145.25,998.903,773.51,378.151,2753.15,9322.84,268.462
8/07/1997,1160.24,1005.059,767.74,377.875,2698.66,9305.27,254.713
9/07/1997,1171.2,996.759,771.99,369.539,2589.2,9362.68,262.196
10/07/1997,1169.99,979.455,767.77,360.905,2511.15,9429.74,273.57
11/07/1997,1206.86,963.698,768.3,363.271,2701.14,9394.63,265.923
14/07/1997,1239.26,957.362,764.45,362.118,2710.73,9593.54,260.361
15/07/1997,1254.72,951.93,755.05,360.762,2655.86,9555.98,266.783
16/07/1997,1244.91,953.307,739.72,357.847,2587.36,9544.56,284.307
17/07/1997,1252.01,953.307,739.72,357.847,2620.38,9571.8,283.075
18/07/1997,1265.61,957.507,747.37,357.221,2672.95,9677.4,279.134
21/07/1997,1248.55,945.859,740.93,364.703,2648.34,9833.77,279.134
22/07/1997,1264.56,941.936,725.98,363.123,2656.73,9550.4,279.596
23/07/1997,1254.62,952.154,730.58,368.505,2636.37,9381.06,271.128
24/07/1997,1227.93,938.878,739.04,372.388,2572.8,9632.42,273.318
25/07/1997,1224.04,938.83,733.64,371.181,2572.69,9808.91,276.365
28/07/1997,1193.4,937.732,733.92,366.91,2592.21,9923.05,293.115
29/07/1997,1206.06,949.854,732.68,368.521,2592.46,9892.34,305.744
30/07/1997,1234.46,957.542,726.89,365.599,2595.42,9942.79,305.64
31/07/1997,1245.58,957.137,726.12,361.857,2616.4,10066.35,294.095
1/08/1997,1248.48,957.604,731.45,357.482,2635.64,10001.56,289.382
4/08/1997,1256.27,954.574,734.19,347.995,2639.53,10065.76,292.513
5/08/1997,1251.87,947.277,740.86,335.973,2676.2,9919.68,288.417
6/08/1997,1225.8,923.861,745.65,338.285,2694.79,9861.47,279.241
7/08/1997,1255.19,891.122,745.35,329.472,2670.01,9840.88,275.774
8/08/1997,1262.18,890.5,752.01,329.589,2647.82,9923.84,278.328
11/08/1997,1239.57,866.524,765.07,319.256,2572.43,9897.27,277.262
12/08/1997,1200.15,877.731,762.92,318.109,2535.4,9807.73,277.262
13/08/1997,1170.61,870.784,762.73,322.575,2527.08,9556.11,279.681
14/08/1997,1218.93,846.653,755.78,325.524,2493.49,9632.34,277.908
15/08/1997,1188.82,807.688,755.78,322.111,2448.93,9770.8,273.102
18/08/1997,1179.44,793.022,747.29,311.516,2368.67,9770.8,263.012
19/08/1997,1179.37,774.061,741.29,313.089,2368.67,9712.44,255.253
20/08/1997,1191.44,779.219,746.23,329.979,2408.06,9855.15,252.654
21/08/1997,1211.32,795.767,739.47,322.387,2459.04,10025.13,253.47
22/08/1997,1219.48,757.345,736.62,320.382,2428.73,10020.55,242.98
25/08/1997,1232.96,708.259,741.76,312.454,2364.03,10011.47,229.473
26/08/1997,1242.69,731.581,734.03,302.349,2300.82,10116.84,226.309
27/08/1997,1247.18,731.426,730.28,299.902,2284.03,10050.67,225.476
28/08/1997,1265.39,692.067,716.86,281.91,2071.97,9827.48,217.417
29/08/1997,1274.47,638.905,704.27,278.855,2021.52,9756.47,208.187
1/09/1997,1284.03,631.733,682.2,278.855,1975.28,9504.98,206.692
2/09/1997,1282.61,627.295,688.78,275.016,1950.41,9211.67,221.112
3/09/1997,1296.87,679.924,688.63,257.815,1994.13,9460.76,223.177
4/09/1997,1308.37,712.833,687.99,251.201,2077.68,9147.85,224.375
5/09/1997,1308.59,785.553,700.92,287.21,2109.22,9290.39,233.41
8/09/1997,1311.88,791.01,697.98,308.896,2106.58,9149.29,244.825
9/09/1997,1284.59,795.672,688.97,312.881,2228.86,9079.36,246.523
10/09/1997,1311.15,767.037,691.62,302.826,2212.77,9145.18,237.23
11/09/1997,1297.12,745.067,695.37,293.476,2145.29,9115.1,236.93
12/09/1997,1260.91,731.347,699.33,300.046,2141.68,9155.24,228.355
15/09/1997,1229.66,739.351,699.33,297.947,2123,8932.02,228.427
16/09/1997,1238.67,721.674,699.33,292.065,2109.55,8932.02,227.048
17/09/1997,1217.14,714.134,699.74,285.681,2073.96,9087.55,223.614
18/09/1997,1223.16,709.551,701.39,277.77,2009.85,9141.33,223.368
19/09/1997,1236.78,724.851,689.16,278.431,2078.57,9243.71,223.192
22/09/1997,1151.44,732.902,668.45,267.597,2096.23,9220.99,222.645
23/09/1997,1085.8,742.896,654.37,275.32,2049.67,9073.77,228.547
24/09/1997,1158.43,762.895,655.75,274.538,2077.04,8994.02,234.96
25/09/1997,1165.68,772.983,647,277.486,2065.56,8791.81,249.648
26/09/1997,1157.73,761.441,638.26,281.454,2080.78,8719,249.963
29/09/1997,1130.22,760.839,625.07,284.373,2059.15,8829.38,250.001
30/09/1997,1144.67,760.105,647.11,286.883,2057.39,8708.83,247.112
1/10/1997,1144.67,745.551,644.92,279.187,2067.62,8695.02,245.99
2/10/1997,1144.67,747.624,636.65,278.333,2031.47,8504.66,245.261
3/10/1997,1144.67,716.212,636.65,280.195,2029.67,8537.18,240.512
6/10/1997,1147.48,721.302,644.21,278.419,1961.24,8392.59,236.324
7/10/1997,1152.02,721.333,630.03,282.375,1920.63,8221.35,230.999
8/10/1997,1185.93,728.265,610.44,295.323,1946.83,8255.81,227.764
9/10/1997,1173.12,733.157,609.36,290.82,2005.5,8461.86,228.502
10/10/1997,1181.61,755.845,609.84,294.158,2061.41,8461.86,231.325
13/10/1997,1170.58,760.807,613,292.81,2062.09,8463.15,232.23
14/10/1997,1168.72,751.511,620.68,290.532,2074.21,8429.35,229.501
15/10/1997,1178.15,733.622,604.74,283.211,2040.11,8262.4,234.187
16/10/1997,1204.12,731.328,579.25,282.666,2036.48,7997.81,231.929
17/10/1997,1231.14,738.82,585.49,280.011,2050.88,7832.15,228.478
20/10/1997,1243.83,729.6,565.64,270.454,2015.78,7316.78,218.798
21/10/1997,1248.66,730.724,566.85,267.25,1993.89,7734.05,216.05
22/10/1997,1233.52,714.466,601.32,257.01,1928.97,7692.47,215.592
23/10/1997,1230.63,697.84,604.06,249.34,1832.91,7825.01,215.592
24/10/1997,1235.79,694.688,570.91,243.993,1847.78,7719.04,204.426
27/10/1997,1297.59,700.432,530.47,244.828,1857.34,7662.53,205.495
28/10/1997,1237.65,631.558,495.28,227.704,1740.18,7210.01,188.33
29/10/1997,1243.81,670.813,506.64,232.588,1814.15,7089.56,194.244
30/10/1997,1233.38,725.012,485.08,232.588,1813.16,7313.4,185.523
31/10/1997,1239.76,713.654,470.79,233.948,1818.09,7313.4,184.175
3/11/1997,1239.77,718.571,511.66,251.75,1825.26,7646.35,188.014
4/11/1997,1243.61,706.694,542.13,255.696,1881.14,7785.31,209.51
5/11/1997,1251.95,703.678,555.74,259.283,1900.67,7864.22,208.212
6/11/1997,1237.68,677.823,553.87,258.235,1893.06,8076.77,205.325
7/11/1997,1253.73,655.767,515.63,250.702,1893.61,7860.09,208.912
10/11/1997,1244.43,650.308,525.32,243.751,1851.97,7767.14,208.095
11/11/1997,1245.49,632.624,522.11,243.875,1862.28,7712.15,196.351
12/11/1997,1232.51,631.721,517.49,240.645,1841.81,7712.15,196.993
13/11/1997,1244.58,611.045,519.47,238.42,1803.55,7554.94,189.642
14/11/1997,1258.08,606.451,520.01,239.796,1844.95,7482.92,189.17
17/11/1997,1251.14,611.136,496.98,235.867,1892.07,7690.54,185.948
18/11/1997,1242.74,603.039,494.66,218.218,1877.76,7644.97,183.723
19/11/1997,1241.41,576.329,502.59,212.301,1872,7705.39,179.083
20/11/1997,1232.58,543.614,488.41,189.61,1872.75,7693.29,174.023
21/11/1997,1218.07,538.066,506.07,196.003,1849.67,7773.35,173.854
24/11/1997,1184.03,568.575,450.64,200.991,1831.97,7756.25,171.868
25/11/1997,1185.34,541.835,439.59,190.127,1795.35,7759.97,161.246
26/11/1997,1203.89,547.32,438.7,184.179,1799.39,7698.24,164.583
27/11/1997,1181.82,549.54,433.1,192.878,1761.36,7762.15,164.608
28/11/1997,1200.71,549.54,411.91,191.746,1771.94,7797.19,162.282
1/12/1997,1193.71,542.278,393.16,186.163,1777.04,7400.64,160.132
2/12/1997,1190.21,536.463,376.87,189.773,1779.25,7679.53,158.187
3/12/1997,1180.91,529.654,379.31,193.434,1799.49,7902.51,157.744
4/12/1997,1195.22,553.006,405.81,203.191,1806.91,8050.13,161.678
5/12/1997,1195.03,576.685,434.12,214.076,1900.06,8166.87,161.678
8/12/1997,1197.6,594.97,414.83,240.522,1957.21,8402.17,176.712
9/12/1997,1206.8,603.745,388,224.884,1979.5,8333.49,173.271
10/12/1997,1217.45,583.487,399.85,226.741,1972.84,8503.55,173.271
11/12/1997,1219.77,548.557,377.37,208.322,1875.63,8270.58,158.517
12/12/1997,1215.07,494.309,350.68,203.148,1854.74,8398.27,157.694
15/12/1997,1230.97,445.583,385.8,197.847,1819.67,8241.49,157.281
16/12/1997,1238.19,472.703,404.26,192.019,1801.38,8193.65,159.41
17/12/1997,1207.68,488.658,418.49,196.003,1796.9,8347.2,161.73
18/12/1997,1215.92,508.243,418.49,203.524,1846.09,8255.05,167.963
19/12/1997,1223.25,511.041,397.02,204.539,1858.22,8092.58,170.583
22/12/1997,1232.66,522.739,396.06,202.589,1887.18,8104.03,164.628
23/12/1997,1235.4,539.763,366.36,197.57,1855.66,8038.31,160.321
24/12/1997,1233.87,536.847,351.45,195.785,1847.25,8075.05,158.64
25/12/1997,1245.68,536.847,351.45,195.785,1847.25,8075.05,158.64
26/12/1997,1257.17,536.847,375.15,198.497,1847.25,8132.5,155.178
29/12/1997,1251.23,535.735,376.31,201.071,1869.23,8076.64,155.944
30/12/1997,1244.78,540.148,376.31,208.834,1869.23,8145.77,156.975
31/12/1997,1258.49,540.148,376.31,211.942,1869.23,8187.27,160.876
1/01/1998,1258.49,540.148,376.31,211.942,1869.23,8187.27,160.876
2/01/1998,1258.49,555.316,376.31,204.299,1891.27,8187.27,160.876
5/01/1998,1287.45,559.397,396.49,194.779,1872.84,8028.63,157.709
6/01/1998,1302.54,543.857,406.34,186.528,1820.6,7966.18,154.719
7/01/1998,1315.37,518.281,409.42,186.585,1747.34,7835.56,154.089
8/01/1998,1309.19,427.975,423.96,181.263,1655.85,7778.16,148.497
9/01/1998,1312.99,434.582,414,174.435,1518,7737.2,140.095
12/01/1998,1301.02,448.109,456.2,169.879,1532.97,7375.14,132.902
13/01/1998,1236.17,497.849,463.74,179.234,1590.99,7513.24,139.571
14/01/1998,1272.2,532.908,475.13,188.367,1686.22,7798.25,157.239
15/01/1998,1287.72,503.302,505.98,185.436,1706.85,7770.77,159.704
16/01/1998,1285.16,554.035,488.1,190.722,1676.63,7799.1,165.053
19/01/1998,1282.76,589.695,528.77,210.031,1771.89,7847.62,190.174
20/01/1998,1273.22,603.29,533.55,208.877,1773.86,7907.68,189.334
21/01/1998,1268.99,629.894,506.66,211.684,1755.27,8098.65,191.513
22/01/1998,1274.57,602.378,483.99,205.389,1707.61,8085.47,186.861
23/01/1998,1293.78,630.894,486.86,198.588,1704.07,8085.47,186.276
26/01/1998,1293.78,675.779,518.64,201.976,1730.82,8085.47,186.93
27/01/1998,1293.78,674.115,518.64,201.976,1733.15,8085.47,189.758
28/01/1998,1293.78,676.496,518.64,201.976,1782.07,8085.47,201.301
29/01/1998,1293.78,676.496,518.64,201.976,1796.68,8085.47,207.181
30/01/1998,1293.78,676.496,558.33,201.976,1948.01,8085.47,236.594
2/02/1998,1293.78,800.484,543.68,201.976,2145.7,8405.11,273.864
3/02/1998,1293.78,788.389,550.21,254.876,2085.88,8514.18,262.479
4/02/1998,1293.78,750.959,547.28,250.582,2042.14,8470.61,236.615
5/02/1998,1293.78,734.615,528.05,257.123,2049.15,8621.97,246.556
6/02/1998,1293.78,759.644,540.45,262.743,2036.78,8544.14,250.994
9/02/1998,1318.64,750.428,554.24,260.776,2050.69,8634.61,243.401
10/02/1998,1304.34,728.66,541.77,266.435,2078.87,8567.66,242.55
11/02/1998,1319.77,675.286,520.14,265.689,2218.32,8713.42,242.55
12/02/1998,1314.96,584.249,512.49,249.867,2166.45,8800.02,232.956
13/02/1998,1315.63,594.042,506.2,244.974,2094.98,8706.46,226.968
16/02/1998,1305.44,607.795,476.98,235.791,2022.73,8708.29,218.592
17/02/1998,1307.42,631.014,471.73,246.114,2055.53,8782.09,223.758
18/02/1998,1298.23,633.285,487.73,252.328,2097.6,8837.34,231.056
19/02/1998,1300.69,675.112,513.45,259.611,2136.3,8978.51,236.764
20/02/1998,1293.34,673.228,522.13,261.099,2135.91,9037.48,241.658
23/02/1998,1274.55,690.836,543.06,258.098,2116,9147,239.72
24/02/1998,1272.62,677.374,540.89,260.395,2100.78,9066.46,234.131
25/02/1998,1258.4,650.944,516.38,254.001,2153.7,9027.1,231.919
26/02/1998,1271.23,654.95,524.98,259.008,2182.75,9229.19,228.916
27/02/1998,1270.64,655.331,548.42,266.2,2266.3,9202.56,232.081
2/03/1998,1250.88,677.643,574.35,265.845,2280.56,9277.09,237.334
3/03/1998,1265.98,709.15,570.89,260.663,2258.86,9211.83,235.702
4/03/1998,1278.56,688.83,572.76,250.881,2219.31,8977.54,230.2
